recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,appid,fetch_date,total_reviews
169970771,"{'steamid': '76561197999800648', 'num_games_owned': 263, 'num_reviews': 9, 'playtime_forever': 124921, 'playtime_last_two_weeks': 0, 'playtime_at_review': 124714, 'last_played': 1721436999}",english,"this game has seen 3 generations of teens with unsupervised internet access and 3 different generations of mind rot meme themes, this game has seen some shit.",1721099568,1721099568,True,254,35,0.939116179943084717,5,True,False,False,False,4000,20241129_073641,20
158147347,"{'steamid': '76561199417165970', 'num_games_owned': 0, 'num_reviews': 12, 'playtime_forever': 25310, 'playtime_last_two_weeks': 141, 'playtime_at_review': 20449, 'last_played': 1732067937}",english,"5 reasons to get this game

1. It's not very expensive at only $10, sometimes lower during sales

2. Most of its content is entirely Community-Sourced (great addons like ARC9 Base or gm_backrooms)

3. There are multiplayer servers (if you want multiplayer FPS and RP)

4. The sandbox aspect of it works on so many different levels

5. It's not Overwatch 2",1707733881,1707733881,True,306,50,0.930359184741973877,0,True,False,False,False,4000,20241129_073641,20
174315580,"{'steamid': '76561199583248058', 'num_games_owned': 35, 'num_reviews': 40, 'playtime_forever': 2759, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1005, 'last_played': 1730866250}",english,it's a classic! bored of the game? literally make a new one!!! bored of the guns?? get different guns!! tired of the only 2 female models that you want to be weird with?? stop being a freak and get a real girlfriend!!!,1725580024,1725580024,True,136,135,0.880413830280303955,0,True,False,False,False,4000,20241129_073641,20
177792828,"{'steamid': '76561198941745689', 'num_games_owned': 0, 'num_reviews': 7, 'playtime_forever': 4418, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4075, 'last_played': 1730143884}",english,"Oddly Nostalgic game, esspecially for millenials/gen z who played half-life in their earlier years, also very nostalgic for any eastern european. Still, suits anybody pretty much, with its' infinite sandbox capabilities. All sorts of mods and maps... 10x the fun with friends.

Very Good, but a little scary if you play it alone sometimes.",1729964328,1729964328,True,142,12,0.879030704498291016,14,True,False,False,False,4000,20241129_073641,20
176397869,"{'steamid': '76561198996187690', 'num_games_owned': 0, 'num_reviews': 9, 'playtime_forever': 15968, 'playtime_last_two_weeks': 0, 'playtime_at_review': 15518, 'last_played': 1731115320}",english,"Brain hemoraging, tumor causing, cancer filled game made for terrorists, EOD specialists, and the mentaly deranged.

Have Fun",1728109439,1728109439,True,112,56,0.872442841529846191,0,True,False,False,False,4000,20241129_073641,20
170488236,"{'steamid': '76561199179639107', 'num_games_owned': 23, 'num_reviews': 3, 'playtime_forever': 2928, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2290, 'deck_playtime_at_review': 20, 'last_played': 1729643020}",english,"
---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☑ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☑ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☑ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☑ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☐ Old Fashioned
☑ Workable
☐ Big
☐ Will eat 10% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☑ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☑ Some lore
☐ Average
☐ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☑ Never heard of
☐ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10
",1721663875,1721663875,True,282,29,0.865954756736755371,0,True,False,False,False,4000,20241129_073641,20
175115634,"{'steamid': '76561198341487716', 'num_games_owned': 61, 'num_reviews': 20, 'playtime_forever': 9665, 'playtime_last_two_weeks': 297, 'playtime_at_review': 9368, 'last_played': 1731878954}",english,"I have absolutely no idea how this game works or how to play it alone. My friends just send me some stuff to download and we play. It's so much fun, but you have to have friends that know how it works. Amazing game.",1726508435,1726508435,True,100,13,0.878372669219970703,0,False,False,False,False,4000,20241129_073641,20
172101675,"{'steamid': '76561199757108386', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1668, 'playtime_last_two_weeks': 0, 'playtime_at_review': 624, 'last_played': 1728363081}",english,this game is very fun and why is it fun you ask because it has mods like every mod ever and it has half life,1723634146,1723634146,True,96,13,0.824578702449798584,8,True,True,False,False,4000,20241129_073641,20
161400853,"{'steamid': '76561198126286801', 'num_games_owned': 0, 'num_reviews': 8, 'playtime_forever': 27042, 'playtime_last_two_weeks': 0, 'playtime_at_review': 27042, 'last_played': 1711329563}",english,"Listen up gamers, let me lay it out straight: Garry's Mod is an absolute masterpiece of creativity and ingenuity... when you stay far, far away from those godforsaken DarkRP servers. 

Now, before you jump down my throat, let me clarify: GMod itself is a sandbox of endless possibilities. The ability to create, build, and manipulate almost anything within its virtual world is nothing short of mind-blowing. From crafting insane contraptions to unleashing chaos with friends, the core experience of GMod is unparalleled.

But oh, the DarkRP servers. They're like a festering wound on an otherwise pristine landscape. These cesspools of toxicity and immaturity are a blight upon the gaming community. Forget creativity or genuine enjoyment; it's all about power trips, rule-breaking, and a relentless pursuit of virtual currency.

You want to see the worst of humanity? Dive headfirst into a DarkRP server, where the chat is a cesspool, the admins are power-hungry tyrants, and the gameplay is about as enjoyable as a root canal.

So, here's the deal: Get Garry's Mod, revel in its boundless potential, but for the love of all that is holy, steer clear of the DarkRP servers. Trust me, your sanity will thank you.",1711329910,1711329910,True,116,10,0.851634562015533447,8,True,False,False,False,4000,20241129_073641,20
172796913,"{'steamid': '76561199682677306', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 3666, 'playtime_last_two_weeks': 251, 'playtime_at_review': 1999, 'last_played': 1732796881}",english,"This game is honestly awesome. It helped shape the internet as it is today, and in-fact started a-lot of popular mini-games. Such as Murder, Trouble in Terrorist Town, Prop Hunt, and many others. Although the game is old, it is still worth buying today, as the possibilities are endless on what you can do. The workshop keeps this game alive, with lots of unique addons and fun maps to play around with. Overall, you should buy 2 copies of this game, so you can play with your friend or family member.",1724232060,1724232060,True,81,0,0.850208699703216553,1,True,False,False,False,4000,20241129_073641,20
