recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,appid,fetch_date,total_reviews
176252358,"{'steamid': '76561198444372929', 'num_games_owned': 191, 'num_reviews': 6, 'playtime_forever': 100059, 'playtime_last_two_weeks': 2324, 'playtime_at_review': 95974, 'last_played': 1732861926}",english,"A year has passed. Armory update is a cash grab with no real gameplay value. VAC nowhere to be found, no new maps, the CSGO community has been wiped off the face of the earth. Disgusting company",1727914498,1727914498,False,1075,30,0.929471850395202637,0,True,False,False,False,730,20241129_073639,20
172440169,"{'steamid': '76561198893790695', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 2862, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2862, 'deck_playtime_at_review': 941, 'last_played': 1715537143}",english,"terrible anti cheat people are getting false bans for high sensitivity/amd drivers/console commands while real cheaters are not getting banned
- no new content for months
- no new operation (it's been 3+ years)
- tons of competitive/wingman/hostage maps missing from csgo
- deleted achievements from csgo with 1 pointless one just make new ones
- no danger zone
- no team deatmatch
- sub tick is garbage all we wanted was 128tick servers
- spaghetti net code
- no short mm
- no flying scoutsman
- replays are bugged
- no overwatch
- performance issues
- peekers advantage
- bad ranking system
- no economy changes despite MR12
- movement and shooting is worse compared to csgo

All of this while they make hundreds of millions of dollars from cases/keys and yet are unable to make any fun new content unbelievable, and yet they waste their time with boring hero shooter deadlock that they will abandon within the first few months after the release just like they did to TF2, LFD2, Dota Underlords, CS2 VALVE needs to wake up and start caring for their games",1724050740,1724305603,False,688,25,0.925065875053405762,0,False,False,False,False,730,20241129_073639,20
175835233,"{'steamid': '76561198969190268', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 8556, 'playtime_last_two_weeks': 0, 'playtime_at_review': 8556, 'deck_playtime_at_review': 3538, 'last_played': 1724785404}",english,"EDIT: as of today 3.10.24 cs devs decided to release the most shamefull update and instead of operation (that a lot of people have been waiting for) they released a 16$ pass with no coin, no mission, no new maps, no new game modes what a joke, last operation Riptide cost 15$ and you could get 100 stars from it + coin and missions, now they wanna charge 16$ for only 40 stars ridiculous, ubisoft and ea should learn from valve how to rip the of their playerbase. Yet we are somehow STILL IN SEASON 1 OF PREMIER!!! Halooooo it's been a year.

Let’s be real: CS2 is an absolute disaster. If you think otherwise, you need to dive back into legacy CSGO to understand how a real game feels. 
The fundamentals of CS2 are laughably worse; CSGO runs smoother, feels better, and offers movement that isn’t a clunky mess. You don’t have to take my word for it - most pro players have openly admitted that CSGO is superior in virtually every aspect except for graphics. The optimization in CSGO is the result of years of meticulous polishing, while CS2 feels like a half-baked joke that can’t afford to take its time. If it doesn’t improve at lightning speed, it’s destined to wither away and die.

People are rapidly losing faith in this entire project. It’s a sinking ship, and Valve seems completely oblivious to the chaos around them. Meanwhile, out-of-touch investors continue to throw money at Valve, clinging to the belief that the company will deliver the ""next big thing"" - whether it’s an operation, a major update, or something else entirely. This speculation might eventually bear fruit, but for now, it’s the only thing driving the recent spike in skin prices - not any real improvements in gameplay or the anti-cheat system. And don’t even get me started on the absurd slogan “what you see is what you get.” It’s a total farce, especially with the whole subtick system mess. The gameplay constantly feels like it’s off by a few milliseconds, making it frustrating and inconsistent. Valve seems more interested in chasing shiny new distractions like Deadlock, which will never match the success of either CSGO or CS2. Player numbers for that game are already dropping, and let’s be honest - the initial surge was just the excitement of a new Valve release. The gameplay is dull, the graphics are mediocre at best, and frankly, it’s just boring.

Valve completely dropped the ball with CS2. They should have delayed this train wreck by a couple of years. Imagine if they had launched this version as a beta today instead of pretending it’s a finished product; it wouldn’t be nearly as disappointing. And for the love of God, the anti-cheat system is an absolute nightmare. It’s so poorly implemented that it raises serious doubts about whether Valve even cares about fairness in the game. If they don’t wake up and address these glaring issues, they risk losing the dedicated player base that has stuck around through thick and thin. It’s infuriating to watch my beloved franchise decay and wither away due to Valve’s incompetence and laziness. They rake in billions upon billions and can’t afford to expand the development team working on CS2?",1727383191,1727949673,False,767,18,0.922593116760253906,39,False,False,False,False,730,20241129_073639,20
154315569,"{'steamid': '76561199018668818', 'num_games_owned': 307, 'num_reviews': 25, 'playtime_forever': 147608, 'playtime_last_two_weeks': 2060, 'playtime_at_review': 116268, 'last_played': 1732750532}",english,"Game has been completely ruined and it has nothing to do with the bugs etc, tbh it looks and plays great it is a decent successor to cs-go once you iron out the kinks.. However, the cheaters... premier matchmaking... faceit... 

You decided to break all of it, the entire game. Vac live is non existent people can kill you from spawn, through walls, whilst bhopping... cheaters can do things they couldn't do in CSGO..... Fine at least we could play faceit on the 128 tick servers you once assured us we would get. Oh look nope, you hardcode subtick.. even though 128 was proven to be working better. Oh well lets go play csgo oh no we cant do that either... 

Then there is the false bans (I was one of them, the one you caused with your own update. It was promptly removed and i am grateful but no compensation, not a word to the community just silence... 

Ok well lets set that all aside and move on... oh we can't because then there is the exploits, I have never in my life wondered if was safe to play a game... 

You are forcing your player base to play an unpolished game against cheaters, without any active client sided anticheat, serverside plugins, fog of war. You don't punish people for boosting with cheaters or even cheating them selves, you allow them to flex and brag publicly on your leader boards. There are more cheaters than pros now...

and this was supposed to be game that levels the playing field, we would all get a fair chance to compete. Counter Strike is for everyone... Counter Strike is dying and you guys shot it. 

I love counter strike, it was the first game I played at my uncles internet cafe as a little kid, I lost entire summers to this. You guys as a Dev team and company have lost respect for your player base and your own game. You throw us in the bin and at the same time you flex an incoming ''major''. 

You might need to climb off your high horses, play your own game with us, talk to the community a little. Actually respond to feedback. Counter Strike has one of the most dedicated communities and I am sure if you paid even a fraction of it back to us that investment would pay off ten fold for you guys.",1703443373,1703443373,False,1546,49,0.915768265724182129,90,True,False,False,False,730,20241129_073639,20
161315463,"{'steamid': '76561197980112580', 'num_games_owned': 183, 'num_reviews': 2, 'playtime_forever': 596948, 'playtime_last_two_weeks': 987, 'playtime_at_review': 588418, 'last_played': 1732761589}",english,"Very long time player here and so far all I can say is Valve is majorly dropping the ball. If any other AAA or large company had a game with this many flaws and major problems they would be getting lambasted on every gaming outlet and forum across the internet. Valves DM servers are almost entirely controlled by botted accounts meant to farm cases/farm hours to be sold. The server browser forces you to tab out and use a browser that looks about 12 years out of date. Oh did I mention the browser is dominated by faked player servers almost all of which are based in Russia and show up no matter what your search parameters are set to? Comp splits your rank to every single map and moves up at a snails pace. Most maps that I have nearly 100% winrate on with 30+ games played on that map and I'm barely above halfway in the rank tier. The new ranked mode (Premier) is infested and owned by cheaters entirely at this point. Starting at 15,000 rating you start encountering brand new accounts who don't even try and hide cheats. 25,000+ is 5v5 Hack v Hack. These cheater matches dont even involve kills that aren't wallbangs. Valves own servers are owned entirely by cheaters at this point. Anyone legit looking to play even at a casual level and up to any tier of competitive is forced to play Faceit a third party service with an actual functioning anti-cheat.

Not only is CS2 a failure so far but they didn't even have the decency to keep up support for valve CSGO servers. Shameful. Game needs a massive turn around if I'm ever gonna take it seriously. Just another massive failure and disappointment in an already disappointing field of entertainment.

What an embarassment.

REVIEW UPDATE
The last vac wave seems to have cleaned up the rankings a bit and it seems to be sticking around at least for now. I've managed to achieve 27k rating in NA. That being said there is still an infrequent amount of pretty obvious closet cheaters and the occasional rage cheater. Rank #1 world player is still cheating (he has been since the beta) for example.

Game still has ongoing issues that haven't been addressed or at least still not fully fixed as we approach the year anniversary. Headboosting is still buggy. Rubberbanding when bumping teammates still presents itself. The mini ""teleport jumps"" as you tag/get tagged by enemies is still very jarring. Smoke/molly extinguishing can still be a crapshoot at times. Moving up and down ramps still moves your crosshair vertically in a very jarring and unecessary way. Plenty of various animation bugs with player models especially in relation to ramp movements. These are just some of the things I can mention off of the top of my head. There is still a kill feedback delay that wasn't present in CSGO that makes the game feel slower or just clunky and unpolished.

Besides the gameplay problems we still dont have retakes, danger zone, flying scoutsman, etc etc. The server browser is still a piece of crap that takes you out of the game and it is STILL infested with faked servers. WTF valve how can you not fix this.

Oh yeah and the greatest tragedy of all. Surf is still broken and dead in the water for CS2

But don't worry at the end of the day the in game microtransaction and gambling features will always be working no matter what.",1711249955,1725137715,False,1291,30,0.951083540916442871,73,False,False,False,False,730,20241129_073639,20
176962191,"{'steamid': '76561198066159406', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 302153, 'playtime_last_two_weeks': 5113, 'playtime_at_review': 288012, 'last_played': 1732832028}",english,"This game will end friendships, break desks, and leave you feeling frustrated, tilted, swearing and sweating whilst you delete it only to reinstall an hour later. 
Game 10/10
Valves input since release 2/10",1728817947,1728817947,True,234,55,0.89619213342666626,0,True,False,False,False,730,20241129_073639,20
175451240,"{'steamid': '76561198292480887', 'num_games_owned': 31, 'num_reviews': 2, 'playtime_forever': 38687, 'playtime_last_two_weeks': 0, 'playtime_at_review': 37050, 'last_played': 1727686193}",english,"The suffering I’ve endured from playing Counter-Strike is a complex blend of mental, emotional, and even physical pain. It begins with the countless hours spent grinding in competitive matches, where every loss feels like a personal failure, a reflection of my inadequacies. I’ve experienced the gut-wrenching agony of getting matched with teammates who seem to have no regard for teamwork or strategy, leaving me to carry the game on my own shoulders. The weight of that responsibility crushes my spirit, especially when I still lose despite my best efforts. Every missed shot feels like a betrayal of my own hands, a reminder that no matter how many hours I pour into improving my aim or game sense, there are still moments where I am utterly powerless. The suffocating tension of a 1v1 clutch situation is something I’ve felt in my bones, the pressure building as the seconds tick away, my palms sweating, heart racing, only to die to some sniper crouching in a corner, completely erasing any hope of victory.

The toxicity of the community adds another layer to the pain. It’s not just the personal failures; it’s the verbal abuse that follows. No matter how well I play, there’s always that one teammate who’s quick to hurl insults, to tear down whatever little confidence I’ve built. The constant barrage of blame, the accusations that I’m throwing the game or that I’m a noob, gnaws away at my self-esteem. Every match feels like a battlefield, not just against the enemy team but against my own squad, fighting to maintain my mental stability while being bombarded by insults, racial slurs, and unnecessary aggression. Then there’s the pain of seeing a perfectly executed strategy fall apart due to one small mistake, whether it's a missed flashbang or an ill-timed push. The frustration builds with every game, the crushing realization that even though I’ve spent hundreds, maybe thousands, of hours in the game, I’m still not where I want to be skill-wise.

Physically, the game has taken its toll as well. My back and wrists ache from sitting in the same position for hours, hunched over, eyes glued to the screen, fingers moving in a precise, rapid-fire rhythm. The late nights have robbed me of sleep, leaving me exhausted, but I can’t stop playing because I’m chasing that one good game, that fleeting moment of victory that keeps me coming back, even though deep down I know that satisfaction will never outweigh the frustration. Counter-Strike has become a cycle of suffering, where each win is quickly overshadowed by a string of losses, and every moment of joy is drowned out by the ever-present, gnawing feeling of defeat.

10/10",1726922412,1726922412,True,226,90,0.892872810363769531,12,False,False,False,False,730,20241129_073639,20
176637258,"{'steamid': '76561197960381714', 'num_games_owned': 9, 'num_reviews': 1, 'playtime_forever': 2967, 'playtime_last_two_weeks': 0, 'playtime_at_review': 500, 'last_played': 1729353357}",english,"Counter Strike was once a great game, still good, but too bad its full of cheaters and scammers.

Anti cheat system is a joke. This game would be amazing, if it was free of cheaters and scammers.",1728403017,1728403017,True,342,11,0.888440310955047607,0,True,False,False,False,730,20241129_073639,20
169140902,"{'steamid': '76561199033179993', 'num_games_owned': 10, 'num_reviews': 2, 'playtime_forever': 38406, 'playtime_last_two_weeks': 139, 'playtime_at_review': 36479, 'last_played': 1732663756}",english,Overrun by cheaters. Performance gets worse with each update. Netcode is questionable at best. Still lacks content we had in CS:GO.,1720268762,1720268762,False,221,4,0.879626274108886719,11,False,False,False,False,730,20241129_073639,20
170899925,"{'steamid': '76561198196456014', 'num_games_owned': 73, 'num_reviews': 5, 'playtime_forever': 94915, 'playtime_last_two_weeks': 1481, 'playtime_at_review': 77475, 'last_played': 1732790984}",english,"CSGO : expensive pixels, infested with cheaters and toxic players
CS2 : more variation of expensive pixels, infested with more cheaters and toxic players

but if you put your time and effort into it there's a chance you will learn either russian or chinese as a bonus

10/10",1722102003,1722102003,True,191,99,0.876475870609283447,0,True,False,False,False,730,20241129_073639,20
